"","blue","green","nir","pixelCount","red","sat","swir1","swir2","date","chl_a","clouds","landsat_id","pwater","COMID","lagoslakeid","lake_lat_decdeg","lake_lon_decdeg","lake_elevation_m","ws_zoneid","hu12_zoneid","Tmean8110Cat","ClayCat","SandCat","OmCat","PermCat","RckdepCat","BFICat","CatAreaSqKm","PctAg2006Slp10Cat","NPDESDensCat","HydrlCondCat","PctImp2006Cat","PctUrbLo2006Cat","PctUrbMd2006Cat","PctUrbHi2006Cat","PctDecid2006Cat","PctConif2006Cat","PctMxFst2006Cat","PctCrop2006Cat","PctWdWet2006Cat","PctHbWet2006Cat","KffactCat","NO3_2008Cat","RunoffCat","WtDepCat","WetIndexCat","geometry","daily_temp","weatherID","number","wind","site_id","mean_temp_14_day","mean_temp_7_day"
"326",448.6666667,534.5,684.984556,86,484.9139785,8,576.4961089,494.5,2014-07-09,1.18,13.94,"LC08_L1TP_035033_20140709_20170304_01_T1",95,120052686,450179,38.48217,-107.1882,2293.3,450179,"hu12_66411",5,23,31,1,5,115,65.50689667,78,0.008066282,0,0.222872165,6,0,0,0,2,7,0,0,0,0,0.3,2,312,183,899,"c(-107.332487, 38.455532)",NA,NA,NA,NA,NA,NA,NA
"327",159,220.6666667,109,86,142.5,8,103,86.25,2015-07-28,1.18,1.09,"LC08_L1TP_035033_20150728_20170226_01_T1",95,120052686,450179,38.48217,-107.1882,2293.3,450179,"hu12_66411",5,23,31,1,5,115,65.50689667,78,0.008066282,0,0.222872165,6,0,0,0,2,7,0,0,0,0,0.3,2,312,183,899,"c(-107.332487, 38.455532)",NA,NA,NA,NA,NA,NA,NA
"328",343,372,292,137,302,5,207,123,1996-07-23,1.794,2,"LT05_L1TP_035033_19960723_20160924_01_T1",97,120052686,450179,38.48217,-107.1882,2293.3,450179,"hu12_66411",5,23,31,1,5,115,65.50689667,78,0.008066282,0,0.222872165,6,0,0,0,2,7,0,0,0,0,0.3,2,312,183,899,"c(-107.31500018346, 38.4665195905807)",NA,NA,NA,NA,NA,NA,NA
"329",395,497,255,137,325,5,86,55,1996-06-05,2.051,2,"LT05_L1TP_035033_19960605_20160924_01_T1",97,120052686,450179,38.48217,-107.1882,2293.3,450179,"hu12_66411",5,23,31,1,5,115,65.50689667,78,0.008066282,0,0.222872165,6,0,0,0,2,7,0,0,0,0,0.3,2,312,183,899,"c(-107.31500018346, 38.4665195905807)",NA,NA,NA,NA,NA,NA,NA
"330",221,249,127,141,171,5,65,57,1996-07-23,2.527,2,"LT05_L1TP_035033_19960723_20160924_01_T1",96,120052686,450179,38.48217,-107.1882,2293.3,450179,"hu12_66411",5,23,31,1,5,115,65.50689667,78,0.008066282,0,0.222872165,6,0,0,0,2,7,0,0,0,0,0.3,2,312,183,899,"c(-107.198108385943, 38.4797146753036)",NA,NA,NA,NA,NA,NA,NA
"331",203,214,127,137,171,5,42,22,1996-07-23,0.201,2,"LT05_L1TP_035033_19960723_20160924_01_T1",96,3252975,450098,38.47142,-107.21131,2293.3,450098,"hu12_66411",5,19,34,1,6,101,66.21057349,90,0.016931934,0,0.07981118,6,1,0,0,1,6,0,0,0,0,0.3,2,312,183,933,"c(-107.096299225724, 38.479908319178)",20.3515625,"nldas_x142_y107",9700,-1.819335938,"120027765",19.9734375,20.16796875
"332",501,661,426,22,508,7,305,269,2015-08-05,2.37,4,"LE07_L1TP_035033_20150805_20160902_01_T1",86,3251185,450194,38.68294,-107.60111,1998.8,450194,"hu12_66429",8,22,37,1,5,128,59.38789376,10,3.035383394,0,1.052127889,5,1,0,0,2,26,0,18,1,1,0.3,2,312,183,896,"c(-107.607418, 38.689207)",21.140625,"nldas_x139_y109",16652,2.190429688,"64452341",21.0692708333333,21.2421875
"333",329,467,119,58,207,8,64,53,2015-08-13,3.08,17.92,"LC08_L1TP_035033_20150813_20170311_01_T1",97,9767664,450248,38.71244,-108.03295,1561.7,450248,"hu12_66555",11,35,12,0,1,35,60,19,0.525808008,0,17.63200426,0,1,0,0,0,0,0,21,1,1,0.2,1,105,182,586,"c(-108.03966833, 38.71288)",24.234375,"nldas_x135_y109",16660,0.388671875,"70218767",23.484375,23.3896484375
"334",627,670,818,9,596,7,524,461,2005-07-24,0.2,58,"LE07_L1TP_035033_20050724_20160924_01_T1",68,120053028,450337,38.91181,-107.00335,2935.3,450337,"hu12_66380",2,19,34,1,6,101,69.79152542,1,0,0,0.230687357,0,0,0,0,27,18,1,0,2,0,0.4,2,316,183,350,"c(-107.0042126, 38.9130474)",16.0625,"nldas_x143_y111",12988,1.10546875,"65885851",15.9260416666667,16.1259765625
"335",294.5,368,304,45,282,8,195,164.5,2014-07-09,8.76,13.94,"LC08_L1TP_035033_20140709_20170304_01_T1",91,3230225,449961,39.05008,-107.87623,3026.8,449961,"hu12_66496",0,19,42,0,7,105,65.75047529,8,0,0,0.133869095,8,0,0,0,3,65,0,0,2,2,0.3,8,132,183,739,"c(-107.874767, 39.046243)",16.8984375,"nldas_x136_y112",16260,1.446289063,"75563969",16.084375,16.447265625
"336",145,158,114,6,102,7,29,40,2005-08-25,4,40,"LE07_L1TP_035033_20050825_20160924_01_T1",78,3176750,449126,39.05269,-108.50691,1402.4,449126,"hu12_66328",12,28,17,0,2,133,75,0,0,0,146.9040253,1,5,0,0,0,0,0,56,13,2,0.4,1,141,183,689,"c(-108.4963412, 39.0592594)",NA,NA,NA,NA,NA,NA,NA
"337",383,675,473,5,457,7,199,140,2005-08-25,50.6,40,"LE07_L1TP_035033_20050825_20160924_01_T1",51,3176630,449447,39.17437,-108.69315,1400.7,449447,"hu12_66336",11,28,16,0,2,133,72.92228212,2,0,0,0.225357994,1,7,1,0,0,0,0,83,4,0,0.4,2,141,183,711,"c(-108.6576247, 39.1576751)",NA,NA,NA,NA,NA,NA,NA
"338",427,636,796,2,478,7,200,141,2005-08-25,86.4,40,"LE07_L1TP_035033_20050825_20160924_01_T1",51,3176630,449447,39.17437,-108.69315,1400.7,449447,"hu12_66336",11,28,16,0,2,133,72.92228212,2,0,0,0.225357994,1,7,1,0,0,0,0,83,4,0,0.4,2,141,183,711,"c(-108.6561247, 39.1592584)",NA,NA,NA,NA,NA,NA,NA
"339",364,419,407,58,399,8,333,281,2013-06-20,1.78,0.42,"LC08_L1TP_035033_20130620_20170309_01_T1",79,3180118,449843,39.22018,-107.80108,2428.9,449843,"hu12_66301",5,29,27,1,3,152,55.02807761,14,0.36421429,0,121.7854452,8,0,0,0,54,1,2,0,2,6,0.2,4,141,183,952,"c(-107.805245, 39.21567)",15.8828125,"nldas_x137_y113",15876,2.4765625,"70016530",15.4182291666667,15.857421875
"340",181,280,116,72,177,8,55,39,2014-09-11,0.71,1.13,"LC08_L1TP_035033_20140911_20170303_01_T1",86,3180118,449843,39.22018,-107.80108,2428.9,449843,"hu12_66301",5,29,27,1,3,152,55.02807761,14,0.36421429,0,121.7854452,8,0,0,0,54,1,2,0,2,6,0.2,4,141,183,952,"c(-107.809067, 39.223973)",14.8125,"nldas_x137_y113",16324,2.735351563,"70016530",15.4390625,15.32421875
"341",189,352,151,77,232,8,93,74,2016-08-15,34.1,8.21,"LC08_L1TP_035033_20160815_20170221_01_T1",87,3180118,449843,39.22018,-107.80108,2428.9,449843,"hu12_66301",5,29,27,1,3,152,55.02807761,14,0.36421429,0,121.7854452,8,0,0,0,54,1,2,0,2,6,0.2,4,141,183,952,"c(-107.80876, 39.22398)",18.9921875,"nldas_x137_y113",17028,1.202148438,"70016530",18.8286458333333,18.5673828125
"342",101,154,84,101,113,8,61,50,2014-09-11,1.54,1.13,"LC08_L1TP_035033_20140911_20170303_01_T1",97,1326659,449121,39.36602,-106.79876,2368.8,449121,"hu12_66217",4,20,44,1,6,132,67.26966292,24,0,0,0.031649466,7,0,0,0,19,44,5,0,0,0,0.3,4,297,183,784,"c(-106.815238, 39.363868)",13.03125,"nldas_x145_y114",16324,2.493164063,"72980538",14.7135416666667,14.4814453125
"343",443,598.5275591,156.9789307,110,245.5767809,8,130.375,106.3636364,2016-08-15,2.6,8.21,"LC08_L1TP_035033_20160815_20170221_01_T1",95,3174856,449143,39.61297,-107.65922,1952.2,449143,"hu12_66267",8,25,33,0,4,106,69.14537722,6,1.338793511,0,0.208354929,0,1,0,0,5,30,0,14,0,0,0.2,2,141,183,503,"c(-107.661, 39.6084)",21.125,"nldas_x138_y116",17028,0.821289063,"70012726",21.4166666666667,21.5166015625
"344",554,652,221,98,304.8356164,8,191,160.850234,2013-06-20,1.58,0.42,"LC08_L1TP_035033_20130620_20170309_01_T1",95,3174852,449640,39.62975,-107.75731,1817.6,449640,"hu12_66264",8,25,32,0,4,110,71.49860724,7,0.496548383,0,0.213764083,7,1,0,0,1,55,0,1,0,0,0.3,2,141,183,730,"c(-107.756983, 39.62858)",18.40625,"nldas_x137_y117",15876,2.46484375,"70005826",17.4479166666667,18.3662109375
"345",317,377,146,98,198.7207944,7,86,67,2017-08-10,2.03,14,"LE07_L1TP_035033_20170810_20170905_01_T1",95,3174852,449640,39.62975,-107.75731,1817.6,449640,"hu12_66264",8,25,32,0,4,110,71.49860724,7,0.496548383,0,0.213764083,7,1,0,0,1,55,0,1,0,0,0.3,2,141,183,730,"c(-107.756983, 39.62858)",20.3359375,"nldas_x137_y117",17388,-0.485351563,"70005826",21.2630208333333,20.650390625
"346",316,360,169,66,187,8,146,129,2016-08-15,1.1,8.21,"LC08_L1TP_035033_20160815_20170221_01_T1",94,3174852,449640,39.62975,-107.75731,1817.6,449640,"hu12_66264",8,25,32,0,4,110,71.49860724,7,0.496548383,0,0.213764083,7,1,0,0,1,55,0,1,0,0,0.3,2,141,183,730,"c(-107.76144, 39.62864)",20.859375,"nldas_x137_y117",17028,1.162109375,"70005826",20.8885416666667,20.810546875
"347",758,905,534,18,738,7,432,382,2017-07-25,2.25,71,"LE07_L1TP_035034_20170725_20170820_01_T1",97,120053831,453246,37.00784,-107.42743,1856,453246,"hu12_30532",9,27,35,0,5,83,64.24168477,309,0.068813693,0,0.290810379,8,1,0,0,0,30,0,0,1,0,0.2,3,182,182,908,"c(-107.413982, 37.003788)",NA,NA,NA,NA,NA,NA,NA
"348",196,181,64,137,113,7,27,29,2001-10-17,0.5,6,"LE07_L1TP_035034_20011017_20161001_01_T1",97,17034145,453515,37.39082,-107.55364,2337.7,453515,"hu12_30517",6,23,42,0,5,134,65.80848269,35,0.121034199,0,0.17566546,8,0,0,0,3,15,4,0,1,0,0.2,6,178,182,1034,"c(-107.5664462, 37.3833355)",10.9921875,"nldas_x139_y99",11612,1.140625,"122808154",11.9588541666667,10.7255859375
"349",179,303,140,37,179,7,60,42,2015-08-05,11.84,3,"LE07_L1TP_035034_20150805_20160902_01_T1",95,17029280,453580,37.51256,-107.22086,2513.8,453580,"hu12_30563",4,30,23,1,6,114,63.98971802,17,0.456976684,0,50.60593987,8,0,0,0,31,22,24,0,2,2,0.3,5,236,164,807,"c(-107.223978, 37.50444)",15.796875,"nldas_x142_y100",16652,0.127929688,"80371079",16.3552083333333,16.2861328125
"350",337,462,204,131,347,7,124,106,2013-05-27,1.521112903,11,"LE07_L1TP_035034_20130527_20160911_01_T1",97,18383195,450419,37.51189,-108.55757,2140,450419,"hu12_30246",8,1,1,0,0,4,56,0,0,0,5.371705654,NA,0,0,0,0,0,0,0,0,0,0,4,72,6,1599,"c(-108.544368, 37.515785)",14.6796875,"nldas_x131_y100",15852,1.5234375,"120026919",13.5989583333333,13.3525390625
"351",446.0802708,533,374,80,443,7,271,234,2013-05-27,1.3623375,11,"LE07_L1TP_035034_20130527_20160911_01_T1",96,18383195,450419,37.51189,-108.55757,2140,450419,"hu12_30246",8,1,1,0,0,4,56,0,0,0,5.371705654,NA,0,0,0,0,0,0,0,0,0,0,4,72,6,1599,"c(-108.547537, 37.559515)",14.6796875,"nldas_x131_y100",15852,1.5234375,"120026919",13.5989583333333,13.3525390625
"352",459,529,339,62,407,7,186,152,2014-07-17,1.45,7,"LE07_L1TP_035034_20140717_20160907_01_T1",95,18383187,450410,37.65838,-108.59866,2503.8,450410,"hu12_30266",6,38,22,1,1,109,55,0,0,0,0.149350239,1,0,0,0,3,76,0,0,0,0,0.3,5,72,183,541,"c(-108.569738, 37.576578)",NA,NA,NA,NA,NA,NA,NA
"353",325,412,272,73,301,7,166,127,2013-05-27,1.556530504,11,"LE07_L1TP_035034_20130527_20160911_01_T1",97,18383187,450410,37.65838,-108.59866,2503.8,450410,"hu12_30266",6,38,22,1,1,109,55,0,0,0,0.149350239,1,0,0,0,3,76,0,0,0,0,0.3,5,72,183,541,"c(-108.567, 37.5783)",NA,NA,NA,NA,NA,NA,NA
"354",488.5,599,357,69,447,8,322,293,2015-07-28,3.55,16.09,"LC08_L1TP_035034_20150728_20170226_01_T1",95,17905681,447200,37.79445,-107.08567,2891.7,447200,"hu12_26964",2,17,43,2,9,122,66,12,0,0,0.116766273,8,0,0,0,5,39,0,0,1,4,0.2,4,231,173,863,"c(-107.091768, 37.798437)",16.1640625,"nldas_x143_y102",16644,0.82421875,"136353624",16.084375,16.0703125
"355",437,548,395,2,409,8,422,363,2015-07-28,1.18,16.09,"LC08_L1TP_035034_20150728_20170226_01_T1",95,3254729,450081,37.97438,-107.28927,2743.6,450081,"hu12_30216",2,25,36,1,5,119,65.34669239,14,0,0,7.040298137,8,0,0,0,14,58,0,0,2,0,0.3,4,312,183,754,"c(-107.293557, 37.962652)",16.2734375,"nldas_x141_y103",16644,1.15625,"64464014",15.9557291666667,16.0595703125
"356",311,402,199,20,216,7,116,95,2016-09-08,3.38,0,"LE07_L1TP_035034_20160908_20161004_01_T1",91,18376580,450354,37.9703,-108.33984,2347.5,450354,"hu12_30280",6,37,21,1,2,119,54.42094298,8,0.065789474,0,63.56442057,6,1,0,0,1,30,0,0,0,0,0.3,3,102,183,962,"c(-108.333345, 37.973275)",15.734375,"nldas_x133_y103",17052,-1.943359375,"80674041",15.9135416666667,15.9345703125
"357",401,550.5724508,94,115,258,8,56,44,2014-09-02,1.42,0,"LC08_L1TP_036032_20140902_20170303_01_T1",96,1340748,452243,40.08764,-108.20791,1755.7,452243,"hu12_67466",8,24,36,0,6,124,64.77843348,2,0,0,4.917299919,0,2,0,0,0,2,0,0,2,0,0.3,2,231,183,744,"c(-108.209442, 40.088308)",19.3671875,"nldas_x134_y120",16315,2.834960938,"90440629",19.2697916666667,18.92578125
"358",548,728,171,104,344,7,104,64,2016-07-13,1.2,0,"LE07_L1TP_036032_20160713_20160901_01_T1",96,1340748,452243,40.08764,-108.20791,1755.7,452243,"hu12_67466",8,24,36,0,6,124,64.77843348,2,0,0,4.917299919,0,2,0,0,0,2,0,0,2,0,0.3,2,231,183,744,"c(-108.21205, 40.08925)",21.296875,"nldas_x134_y120",16995,-0.1796875,"90440629",21.8489583333333,21.8193359375
"359",770,976,250,107,553,7,122,101,2016-09-15,1.3,37,"LE07_L1TP_036032_20160915_20161011_01_T1",96,1340748,452243,40.08764,-108.20791,1755.7,452243,"hu12_67466",8,24,36,0,6,124,64.77843348,2,0,0,4.917299919,0,2,0,0,0,2,0,0,2,0,0.3,2,231,183,744,"c(-108.21205, 40.08925)",16.671875,"nldas_x134_y120",17059,0.504882813,"90440629",18.3963541666667,18.009765625
"360",444,632,171,97,423,7,104,85,2016-07-13,2.4,0,"LE07_L1TP_036032_20160713_20160901_01_T1",95,5306858,451948,40.11884,-108.71079,1605,451948,"hu12_67523",9,22,44,0,7,135,59,0,0.303951368,0,5.461536884,8,0,0,0,0,2,0,0,7,19,0.3,1,9,183,850,"c(-108.71194, 40.10897)",22.3984375,"nldas_x130_y120",16995,0.053710938,"{0E5D8D7E-63B3-44DD-9594-F4340C9BEA94}",22.8770833333333,22.744140625
"361",481,648,210.331894,132,464.2724163,7,97,75,2016-09-15,3.5,37,"LE07_L1TP_036032_20160915_20161011_01_T1",95,5306858,451948,40.11884,-108.71079,1605,451948,"hu12_67523",9,22,44,0,7,135,59,0,0.303951368,0,5.461536884,8,0,0,0,0,2,0,0,7,19,0.3,1,9,183,850,"c(-108.71194, 40.10897)",17.203125,"nldas_x130_y120",17059,0.600585938,"{0E5D8D7E-63B3-44DD-9594-F4340C9BEA94}",19.1260416666667,18.7568359375
"362",413,662,92.41519674,134,385,8,52,43,2014-09-02,2.24,0,"LC08_L1TP_036032_20140902_20170303_01_T1",95,5306858,451948,40.11884,-108.71079,1605,451948,"hu12_67523",9,22,44,0,7,135,59,0,0.303951368,0,5.461536884,8,0,0,0,0,2,0,0,7,19,0.3,1,9,183,850,"c(-108.710817, 40.109227)",19.46875,"nldas_x130_y120",16315,3.110351563,"{0E5D8D7E-63B3-44DD-9594-F4340C9BEA94}",19.8161458333333,19.580078125
"363",1137,1461,1463,1,1358,5,1308,1146,2005-06-21,0.5,9,"LT05_L1TP_036033_20050621_20160912_01_T1",63.5,3176734,449238,39.05837,-108.45653,1409.3,449238,"hu12_66328",12,28,18,0,2,133,75,0,0,0,73.8866368,3,23,19,1,0,0,0,26,3,1,0.4,1,141,183,742,"c(-108.4645066, 39.0298153)",NA,NA,NA,NA,NA,NA,NA
"364",255,437,224,1,343,5,138,127,2005-08-24,2.9,1,"LT05_L1TP_036033_20050824_20160912_01_T1",63.5,3176734,449238,39.05837,-108.45653,1409.3,449238,"hu12_66328",12,28,18,0,2,133,75,0,0,0,73.8866368,3,23,19,1,0,0,0,26,3,1,0.4,1,141,183,742,"c(-108.4645066, 39.0298153)",NA,NA,NA,NA,NA,NA,NA
"365",536,686,473,3,640,5,288,214,2005-06-21,2.2,9,"LT05_L1TP_036033_20050621_20160912_01_T1",49,3176750,449126,39.05269,-108.50691,1402.4,449126,"hu12_66328",12,28,17,0,2,133,75,0,0,0,146.9040253,1,5,0,0,0,0,0,56,13,2,0.4,1,141,183,689,"c(-108.5022025, 39.0534261)",NA,NA,NA,NA,NA,NA,NA
"366",603,966,553,3,927,5,213,163,2005-08-24,5.3,1,"LT05_L1TP_036033_20050824_20160912_01_T1",49,3176750,449126,39.05269,-108.50691,1402.4,449126,"hu12_66328",12,28,17,0,2,133,75,0,0,0,146.9040253,1,5,0,0,0,0,0,56,13,2,0.4,1,141,183,689,"c(-108.5022025, 39.0534261)",NA,NA,NA,NA,NA,NA,NA
"367",595,962,513,7,894,5,261,197,2005-08-24,3.3,1,"LT05_L1TP_036033_20050824_20160912_01_T1",57,3229621,450295,39.05628,-108.57469,1388.8,450295,"hu12_66533",12,24,32,0,6,109,72,0,0,0,1.796956594,5,21,1,0,0,0,0,22,6,0,0.3,2,133,183,506,"c(-108.5744272, 39.0552596)",NA,NA,NA,NA,NA,NA,NA
"368",810,1119,962,7,1190,5,580,407,2005-06-21,1,9,"LT05_L1TP_036033_20050621_20160912_01_T1",57,3229621,450295,39.05628,-108.57469,1388.8,450295,"hu12_66533",12,24,32,0,6,109,72,0,0,0,1.796956594,5,21,1,0,0,0,0,22,6,0,0.3,2,133,183,506,"c(-108.5744272, 39.0552596)",NA,NA,NA,NA,NA,NA,NA
"369",536,652,572,10,530,5,379,246,2005-06-21,0.9,9,"LT05_L1TP_036033_20050621_20160912_01_T1",78,3176750,449126,39.05269,-108.50691,1402.4,449126,"hu12_66328",12,28,17,0,2,133,75,0,0,0,146.9040253,1,5,0,0,0,0,0,56,13,2,0.4,1,141,183,689,"c(-108.4963412, 39.0592594)",NA,NA,NA,NA,NA,NA,NA
"370",291,362,262,10,251,5,138,92,2005-08-24,4,1,"LT05_L1TP_036033_20050824_20160912_01_T1",78,3176750,449126,39.05269,-108.50691,1402.4,449126,"hu12_66328",12,28,17,0,2,133,75,0,0,0,146.9040253,1,5,0,0,0,0,0,56,13,2,0.4,1,141,183,689,"c(-108.4963412, 39.0592594)",NA,NA,NA,NA,NA,NA,NA
"371",353,468,363,2,407,5,262,180,2005-06-21,5,9,"LT05_L1TP_036033_20050621_20160912_01_T1",56,3176712,449335,39.07922,-108.41058,1420.6,449335,"hu12_66327",12,28,20,0,2,130,75,0,0,0,12.28239336,1,7,1,0,0,0,0,71,12,2,0.4,1,141,183,808,"c(-108.4190884, 39.0803147)",NA,NA,NA,NA,NA,NA,NA
"372",354,400,331,1,350,5,262,212,2005-06-21,1.7,9,"LT05_L1TP_036033_20050621_20160912_01_T1",52,3176712,449335,39.07922,-108.41058,1420.6,449335,"hu12_66327",12,28,20,0,2,130,75,0,0,0,12.28239336,1,7,1,0,0,0,0,71,12,2,0.4,1,141,183,808,"c(-108.4194773, 39.0806202)",NA,NA,NA,NA,NA,NA,NA
"373",331,647,359,5,420,5,183,90,2005-08-24,50.6,1,"LT05_L1TP_036033_20050824_20160912_01_T1",51,3176630,449447,39.17437,-108.69315,1400.7,449447,"hu12_66336",11,28,16,0,2,133,72.92228212,2,0,0,0.225357994,1,7,1,0,0,0,0,83,4,0,0.4,2,141,183,711,"c(-108.6576247, 39.1576751)",NA,NA,NA,NA,NA,NA,NA
"374",770,1255,895,5,1019,5,603,472,2005-06-21,2.5,9,"LT05_L1TP_036033_20050621_20160912_01_T1",51,3176630,449447,39.17437,-108.69315,1400.7,449447,"hu12_66336",11,28,16,0,2,133,72.92228212,2,0,0,0.225357994,1,7,1,0,0,0,0,83,4,0,0.4,2,141,183,711,"c(-108.6576247, 39.1576751)",NA,NA,NA,NA,NA,NA,NA
"375",350,647,395,1,450,5,234,126,2005-08-24,86.4,1,"LT05_L1TP_036033_20050824_20160912_01_T1",51,3176630,449447,39.17437,-108.69315,1400.7,449447,"hu12_66336",11,28,16,0,2,133,72.92228212,2,0,0,0.225357994,1,7,1,0,0,0,0,83,4,0,0.4,2,141,183,711,"c(-108.6561247, 39.1592584)",NA,NA,NA,NA,NA,NA,NA
"376",685,1150,726,1,906,5,466,472,2005-06-21,19.2,9,"LT05_L1TP_036033_20050621_20160912_01_T1",51,3176630,449447,39.17437,-108.69315,1400.7,449447,"hu12_66336",11,28,16,0,2,133,72.92228212,2,0,0,0.225357994,1,7,1,0,0,0,0,83,4,0,0.4,2,141,183,711,"c(-108.6561247, 39.1592584)",NA,NA,NA,NA,NA,NA,NA
"377",830,1165,627,46,905,7,458,304,2001-04-15,0.5,2,"LE07_L1TP_036033_20010415_20160930_01_T1",96,3176612,449847,39.27465,-108.83974,1430.6,449847,"hu12_66354",12,29,16,0,2,96,68.68736559,3,0,0,0.225357994,7,1,0,0,0,0,0,1,4,0,0.4,2,141,183,924,"c(-108.8398257, 39.269424)",11.3203125,"nldas_x129_y114",11427,0.614257813,"69987092",9.8796875,9.072265625
"378",854,1143,574,51,828,5,337,253,2002-07-15,0.6,0,"LT05_L1TP_036033_20020715_20160916_01_T1",96,3176612,449847,39.27465,-108.83974,1430.6,449847,"hu12_66354",12,29,16,0,2,96,68.68736559,3,0,0,0.225357994,7,1,0,0,0,0,0,1,4,0,0.4,2,141,183,924,"c(-108.8398257, 39.269424)",25.4140625,"nldas_x129_y114",11883,0.698242188,"69987092",25.1994791666667,25.341796875
"379",606,821,476,47,650,7,338,285,2014-07-08,2.57,1,"LE07_L1TP_036033_20140708_20160906_01_T1",94,3176612,449847,39.27465,-108.83974,1430.6,449847,"hu12_66354",12,29,16,0,2,96,68.68736559,3,0,0,0.225357994,7,1,0,0,0,0,0,1,4,0,0.4,2,141,183,924,"c(-108.844555, 39.27033)",23.6640625,"nldas_x129_y114",16259,2.571289063,"69987092",23.3723958333333,23.8154296875
"380",535,797,235,68,584,7,145,107,2016-07-13,2,0,"LE07_L1TP_036033_20160713_20160831_01_T1",96,3176612,449847,39.27465,-108.83974,1430.6,449847,"hu12_66354",12,29,16,0,2,96,68.68736559,3,0,0,0.225357994,7,1,0,0,0,0,0,1,4,0,0.4,2,141,183,924,"c(-108.84199, 39.27056)",23.4375,"nldas_x129_y114",16995,0.17578125,"69987092",23.4890625,23.5556640625
"381",543,622,407,24,422,5,310,246,2005-06-21,47.9,9,"LT05_L1TP_036033_20050621_20160912_01_T1",75,3176604,449748,39.28063,-108.24576,1481.7,449748,"hu12_66319",11,26,28,0,3,139,67.24625238,7,0,0,0.841743008,8,0,0,0,0,7,0,0,1,0,0.3,2,141,183,745,"c(-108.2344157, 39.2811459)",NA,NA,NA,NA,NA,NA,NA
"382",310,415,559,7,285,7,143,109,2004-06-24,11.5,30,"LE07_L1TP_038029_20040624_20160926_01_T1",94,24465514,463478,44.40449,-111.51086,1922.1,463478,"hu12_83030",3,14,45,1,19,140,80.99051211,82,0,0,41.57122952,7,0,0,0,0,36,0,0,1,9,0.2,4,503,166,1232,"c(-111.3972222, 44.4197222)",18.2890625,"nldas_x107_y155",12593,-1.224609375,"52168231",16.7994791666667,16.9873046875
"383",267,357,203,65,231,7,84,55,2011-06-28,12,2,"LE07_L1TP_038029_20110628_20160913_01_T1",94,24465514,463478,44.40449,-111.51086,1922.1,463478,"hu12_83030",3,14,45,1,19,140,80.99051211,82,0,0,41.57122952,7,0,0,0,0,36,0,0,1,9,0.2,4,503,166,1232,"c(-111.3972222, 44.4197222)",16.40625,"nldas_x107_y155",15153,3.369140625,"52168231",14.6776041666667,15.3798828125
"384",302,355,221,65,200,7,124,93,2016-07-27,6.8,2,"LE07_L1TP_038029_20160727_20160831_01_T1",94,24465514,463478,44.40449,-111.51086,1922.1,463478,"hu12_83030",3,14,45,1,19,140,80.99051211,82,0,0,41.57122952,7,0,0,0,0,36,0,0,1,9,0.2,4,503,166,1232,"c(-111.3972222, 44.4197222)",21.1640625,"nldas_x107_y155",17009,-0.376953125,"52168231",19.8484375,20.65625
"385",176,223,21,65,80,8,26,27,2017-06-20,3.3,26.67,"LC08_L1TP_038029_20170620_20170630_01_T1",94,24465514,463478,44.40449,-111.51086,1922.1,463478,"hu12_83030",3,14,45,1,19,140,80.99051211,82,0,0,41.57122952,7,0,0,0,0,36,0,0,1,9,0.2,4,503,166,1232,"c(-111.3972222, 44.4197222)",17.0234375,"nldas_x107_y155",17337,3.7734375,"52168231",15.3583333333333,15.4697265625
"386",254,297,211,65,194,7,106,87,2000-06-29,4.3,10,"LE07_L1TP_038029_20000629_20161002_01_T1",94,24465514,463478,44.40449,-111.51086,1922.1,463478,"hu12_83030",3,14,45,1,19,140,80.99051211,82,0,0,41.57122952,7,0,0,0,0,36,0,0,1,9,0.2,4,503,166,1232,"c(-111.3972222, 44.4197222)",18.7265625,"nldas_x107_y155",11137,-1.0078125,"52168231",17.6114583333333,18.3193359375
"387",284,348,212,65,208,5,107,88,2003-07-16,4.2,15,"LT05_L1TP_038029_20030716_20160915_01_T1",94,24465514,463478,44.40449,-111.51086,1922.1,463478,"hu12_83030",3,14,45,1,19,140,80.99051211,82,0,0,41.57122952,7,0,0,0,0,36,0,0,1,9,0.2,4,503,166,1232,"c(-111.3972222, 44.4197222)",21.0546875,"nldas_x107_y155",12249,2.739257813,"52168231",20.0671875,20.798828125
"388",233,277,179,65,153,5,60,53,2010-07-19,4.2,11,"LT05_L1TP_038029_20100719_20160831_01_T1",94,24465514,463478,44.40449,-111.51086,1922.1,463478,"hu12_83030",3,14,45,1,19,140,80.99051211,82,0,0,41.57122952,7,0,0,0,0,36,0,0,1,9,0.2,4,503,166,1232,"c(-111.3972222, 44.4197222)",19.7578125,"nldas_x107_y155",14809,-0.025390625,"52168231",18.8515625,19.4375
"389",326,352,46,65,133,8,51,50,2013-06-25,4.7,52.73,"LC08_L1TP_038029_20130625_20170309_01_T1",94,24465514,463478,44.40449,-111.51086,1922.1,463478,"hu12_83030",3,14,45,1,19,140,80.99051211,82,0,0,41.57122952,7,0,0,0,0,36,0,0,1,9,0.2,4,503,166,1232,"c(-111.3972222, 44.4197222)",16.6328125,"nldas_x107_y155",15881,5.204101563,"52168231",17.0322916666667,17.1494140625
